"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @HolidayWhatTV: My #Oscars2015 vid! Watch: @ladygaga make me cry, margarita making, &amp; drunk impressions of #BestActor noms: http://t.co/…",FALSE,0,NA,2015-02-26 04:23:15,FALSE,NA,"570801241552527360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FuckMeAphrodite",3,TRUE,FALSE,NA,NA
"RT @_Snape_: Josh Hutcherson’s parents are probably called Josh Hutchermom and Josh Hutcherdad. #Oscars2015",FALSE,0,NA,2015-02-26 04:23:11,FALSE,NA,"570801225672871936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlliStrang",2330,TRUE,FALSE,NA,NA
"#guilianarancic should eat once in a while so she doesn't make ridiculous comments. @Zendaya you looked beautiful on #Oscars2015 night.",FALSE,0,NA,2015-02-26 04:22:59,FALSE,NA,"570801172291854337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carmentw",0,FALSE,FALSE,NA,NA
"NODDING MAKES ME FEEL IMPORTANT #BALDOPINIONS #Oscars2015  #baldopinions  #baldopinions  #baldopinions http://t.co/zH1msQVRna",FALSE,0,NA,2015-02-26 04:22:46,FALSE,NA,"570801118386753537",NA,"<a href=""http://incrowdapp.net"" rel=""nofollow"">Incrowd App</a>","vincente",0,FALSE,FALSE,NA,NA
"RT @KardashianReact: Jennifer Lopez at the 1997 Oscars vs #Oscars2015 <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> http://t.co/hRM1wCJiLJ",FALSE,0,NA,2015-02-26 04:22:28,FALSE,NA,"570801046001491968",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anrami23",2110,TRUE,FALSE,NA,NA
"RT @LVon_Trier: I've never been nominated for best director even though my films are mesmerizing. #Oscars2015",FALSE,0,NA,2015-02-26 04:22:18,FALSE,NA,"570801002271494144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","missliber",40,TRUE,FALSE,NA,NA
"RT @kttykissnkill: *who are you wearing?
*Merona by @Target 

- Me at the #Oscars2015",FALSE,0,NA,2015-02-26 04:22:08,FALSE,NA,"570800958877376514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FriskyKittyyy",1,TRUE,FALSE,NA,NA
"RT @cnni: The #Oscars2015 were all about inequality, from race to gender to sexual orientation: http://t.co/HJbhRla5iK http://t.co/dzMJ1Nn7…",FALSE,0,NA,2015-02-26 04:22:01,FALSE,NA,"570800930779561984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kiruri1",516,TRUE,FALSE,NA,NA
"Late #Oscars2015 drawing I did for #BirdmanMovie. #illustration #birdman http://t.co/MUoy7pgtCZ",FALSE,1,NA,2015-02-26 04:21:23,FALSE,NA,"570800769768820736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jamesolstein",0,FALSE,FALSE,NA,NA
"Margot Robbie will play Harley Quinn WATCH - http://t.co/FHaYaG2EOS 
 #MargotRobbie @MargotRobbie #Oscars2015 #Oscars #LA",FALSE,0,NA,2015-02-26 04:21:16,FALSE,NA,"570800742346448896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gnegnrsihtrki",0,FALSE,FALSE,NA,NA
"RT @Kimberly_Canete: ""@Bipartisanism: ""Tonight we honor hollywoods best and whitest"" #OscarsSoWhite #Oscars2015 http://t.co/vl1JpOWxVM""",FALSE,0,NA,2015-02-26 04:21:04,FALSE,NA,"570800692878659584",NA,"<a href=""http://www.tools4reform.com"" rel=""nofollow"">tools4Reform</a>","delfinaa7",65,TRUE,FALSE,NA,NA
"Oprah drives me batty. @Oprah #Oscars2015",FALSE,0,NA,2015-02-26 04:20:59,FALSE,NA,"570800671059890176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DarrellFowles",0,FALSE,FALSE,NA,NA
"RT @missfree: <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>RT @GabrielofSFPL: When Lucious hit that mic stand, Cookie was like...#Oscars2015 http://t.co/A7gvvwDbdc",FALSE,0,NA,2015-02-26 04:20:39,FALSE,NA,"570800587295604737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","naturallyyem",58,TRUE,FALSE,NA,NA
"RT @_Snape_: I wish I could cue music in real life whenever I wanted someone to shut up. #Oscars2015",FALSE,0,NA,2015-02-26 04:20:39,FALSE,NA,"570800587115089920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mia_christina_r",2158,TRUE,FALSE,NA,NA
"Who's your pick for favorite dressed star at the Oscar this year ? #fashion #Oscars2015 http://t.co/4YZLjcvuCH via @EsquireINA",FALSE,0,NA,2015-02-26 04:20:24,FALSE,NA,"570800524850700289",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","godressupID",0,FALSE,FALSE,NA,NA
"RT @POPSUGARFashion: From the SAG Awards to the #Oscars2015, Emma Stone's looks just kept getting better: 
http://t.co/3TEt2HVcqx http://t.…",FALSE,0,NA,2015-02-26 04:20:23,FALSE,NA,"570800518706155520",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","JessiSwett",9,TRUE,FALSE,NA,NA
"Feast! #Oscars2015",FALSE,0,NA,2015-02-26 04:20:21,FALSE,NA,"570800509956677633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mcbgrrr",0,FALSE,FALSE,NA,NA
"RT @Retweet_Peet: Retweet Peet only retweets interesting tweets!

#film #Oscars2015 #comics #funny #lol #marketing #advertising #Bachelor",FALSE,0,NA,2015-02-26 04:19:57,FALSE,NA,"570800411294052352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","baniyasaroj",1,TRUE,FALSE,NA,NA
"Who's your pick for favorite dressed star at the Oscar this year ? #fashion #Oscars2015 http://t.co/vw4gxPHVab",FALSE,0,NA,2015-02-26 04:19:06,FALSE,NA,"570800198756143104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EsquireINA",0,FALSE,FALSE,NA,NA
"RT @ThePlazaHotel: The flawless Julianne Moore photographed for @lacmagazine in The Royal Plaza Suite. #Oscars2015 http://t.co/NZCpEtIIgv",FALSE,0,NA,2015-02-26 04:18:52,FALSE,NA,"570800139947757568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MartaGrutka",9,TRUE,FALSE,NA,NA
"RT @gingerbanks1: #Oscars2015 with Ginger! http://t.co/rmnpv0HTn4",FALSE,0,NA,2015-02-26 04:18:38,FALSE,NA,"570800081001185280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","ParceroR",46,TRUE,FALSE,NA,NA
"RT @RockNHot1: The Government Has lost there mind! #CDCwhistleblower #BlackLivesMatter #Oscars2015 #NoNetNeutrality RT http://t.co/GoklmQmB…",FALSE,0,NA,2015-02-26 04:18:32,FALSE,NA,"570800055495606272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BooksByTara",23,TRUE,FALSE,NA,NA
"Queens of the Oscars <ed><U+00A0><U+00BD><ed><U+00B2><U+009F>
http://t.co/CzRmzteBOC
#AcademyAwards #Oscars2015 #AudreyHepburn #SoundOfMusic #JulieAndrews",FALSE,1,NA,2015-02-26 04:18:27,FALSE,NA,"570800033500667904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1alexcam",0,FALSE,FALSE,NA,NA
"The Best In Business #Oscars2015 Go To http://t.co/TBBD9fDEAA For Stellar Performance and Being A Cut Above The Rest. Order Now!",FALSE,0,NA,2015-02-26 04:18:26,FALSE,NA,"570800030950526976",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","DDMobileUnlocks",0,FALSE,FALSE,NA,NA
"RT @NASA: .@Interstellar won #Oscars2015 for visual effects. Here's a visual of Earth. No effects. https://t.co/5V55bJ2e5D http://t.co/ekQO…",FALSE,0,NA,2015-02-26 04:18:06,FALSE,NA,"570799944191361025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jennkilljoy",16903,TRUE,FALSE,NA,NA
"RT @POPSUGARFashion: From the SAG Awards to the #Oscars2015, Emma Stone's looks just kept getting better: 
http://t.co/3TEt2HVcqx http://t.…",FALSE,0,NA,2015-02-26 04:18:04,FALSE,NA,"570799937002315776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OOOQSQ",9,TRUE,FALSE,NA,NA
"RT @TweetLikeGirIs: Jennifer Lopez at the 1997 Oscars vs #Oscars2015 <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> http://t.co/f8t9Bqjyxk",FALSE,0,NA,2015-02-26 04:17:20,FALSE,NA,"570799751538434049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thattgirltaylor",1013,TRUE,FALSE,NA,NA
"RT @MatPatGT: So #Oscars2015 doesn't show clips from any of its nominated movies, yet shows the entirety of Sound of Music? Okay...",FALSE,0,NA,2015-02-26 04:17:18,FALSE,NA,"570799744085323778",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ferrini_david",71,TRUE,FALSE,NA,NA
"RT @garfoot1969: #StarWars #Oscars2015 Nothing like a bunch of millionaires having a ceremony to tell each other how great they are. http:/…",FALSE,0,NA,2015-02-26 04:17:16,FALSE,NA,"570799736837545984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","egregiousdjb",2,TRUE,FALSE,NA,NA
"RT @kingfisherworld: Well, of course a 'bird' won an #Oscar ;) #Oscars2015 #Birdman http://t.co/tnmN4Y3Ymk",FALSE,0,NA,2015-02-26 04:17:00,FALSE,NA,"570799667316830208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kinzaljaan529",78,TRUE,FALSE,NA,NA
"RT @2morrowknight: ""If you're lucky enough to have a parent on this Earth, call them."" ~J.K. Simmons #Oscars #Oscars2015 RT @ABC",FALSE,0,NA,2015-02-26 04:16:48,FALSE,NA,"570799617824006144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RadioNichole",60,TRUE,FALSE,NA,NA
"RT @SivaKaneswaran: Elton John Academy Awards Party #Oscars2015 #EJAF2015 http://t.co/Ase04Q3E3G",FALSE,0,NA,2015-02-26 04:16:43,FALSE,NA,"570799595808116737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gomitas_DONDE",428,TRUE,FALSE,NA,NA
"RT @HogwartsLogics: Just a friendly reminder that Harry Potter never won an Oscar. Apparently, inspiring an entire generation isn't good en…",FALSE,0,NA,2015-02-26 04:16:10,FALSE,NA,"570799458272870400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aguiarnatii",1335,TRUE,FALSE,NA,NA
"RT @NASA: .@Interstellar won #Oscars2015 for visual effects. Here's a visual of Earth. No effects. https://t.co/5V55bJ2e5D http://t.co/ekQO…",FALSE,0,NA,2015-02-26 04:16:00,FALSE,NA,"570799418083024898",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keniakgm",16903,TRUE,FALSE,NA,NA
"RT @Kamil_McFadden: Whoa!! @Zendaya you never stop killin the game #ProudSibling #Oscars2015 http://t.co/gJ3yVCZodx",FALSE,0,NA,2015-02-26 04:15:15,FALSE,NA,"570799226621337600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alesianayeli_",1322,TRUE,FALSE,NA,NA
"#Oscars2015 Recap: The #Digital Evolution Edition - http://t.co/Ta9YMNdro4",FALSE,2,NA,2015-02-26 04:15:04,FALSE,NA,"570799182409281536",NA,"<a href=""http://www.pagemodo.com"" rel=""nofollow"">Pagemodo.com</a>","webs",0,FALSE,FALSE,NA,NA
"It's about the Quality not the Quantity! #Oscars2015 @myworldonaplate #truechef #truecook #appetizer… https://t.co/W2ccV5vzML",FALSE,0,NA,2015-02-26 04:15:03,FALSE,NA,"570799176654708736",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","chefkevenlee",0,FALSE,FALSE,NA,NA
"Jeff Deane Turner reviews a movie with black guys in it. #Oscars2015 http://t.co/C55KyzC6Ag",FALSE,3,NA,2015-02-26 04:15:00,FALSE,NA,"570799166542061568",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","realhotpackage",1,FALSE,FALSE,NA,NA
"RT @Kamil_McFadden: Whoa!! @Zendaya you never stop killin the game #ProudSibling #Oscars2015 http://t.co/gJ3yVCZodx",FALSE,0,NA,2015-02-26 04:14:33,FALSE,NA,"570799053639786496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jjcasiposse",1322,TRUE,FALSE,NA,NA
"Se veee wooow..... mi #wcw #emmastone #moviestar #oscars2015 #beautifulwoman #bestoftheday… http://t.co/2haHKiOrSi http://t.co/1SLZl0nlak",FALSE,0,NA,2015-02-26 04:14:33,FALSE,NA,"570799050678796289",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","favgirlcrush",0,FALSE,FALSE,NA,NA
"Finally. #Oscars2015 http://t.co/dDdGbAoAUn",FALSE,0,NA,2015-02-26 04:14:09,FALSE,NA,"570798950355247104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HibaOkln",0,FALSE,FALSE,"4.32692784","50.8041818"
"RT @DuncanWhitehead: http://t.co/Jzqn3l0L4h  Not every Actor wins an Oscar.....just the lucky ones....#Oscars2015 #Oscars #OscarsCountdown …",FALSE,0,NA,2015-02-26 04:13:57,FALSE,NA,"570798899218157569",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anielopez12",1317,TRUE,FALSE,NA,NA
"RT @VaginaTax: #Arquette: End 11,000/year, $500,000/lifetime #RepublicanTax on vagina http://t.co/vcfAbqnuaW #EqualPay #Oscars2015 http://t…",FALSE,0,NA,2015-02-26 04:13:56,FALSE,NA,"570798896433090561",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","deb_esquenazi",12,TRUE,FALSE,NA,NA
"RT @DuncanWhitehead: http://t.co/Jzqn3l0L4h  Not every Actor wins an Oscar.....just the lucky ones....#Oscars2015 #Oscars #OscarsCountdown …",FALSE,0,NA,2015-02-26 04:13:04,FALSE,NA,"570798678174142464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DiaBiedenbender",1317,TRUE,FALSE,NA,NA
"RT @MTV: ""We should talk about suicide out loud."" <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F> #Oscars2015",FALSE,0,NA,2015-02-26 04:12:42,FALSE,NA,"570798585220087808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","challengecrazed",1142,TRUE,FALSE,NA,NA
"Eddie Redmayne's reaction to winning best actor at the #Oscars2015 was awesome! http://t.co/EiISwkh7n8",FALSE,1,NA,2015-02-26 04:12:30,FALSE,NA,"570798535282692097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KlaraIssaurat",0,FALSE,FALSE,NA,NA
"RT @NASA: .@Interstellar won #Oscars2015 for visual effects. Here's a visual of Earth. No effects. https://t.co/5V55bJ2e5D http://t.co/ekQO…",FALSE,0,NA,2015-02-26 04:12:25,FALSE,NA,"570798516013961216",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Keesharee",16903,TRUE,FALSE,NA,NA
"RT @Ellebangs: New VLOG from my #LA #Oscars2015 Work Trip with @EOnline @Pantene #Ad @StyleHaul @estilobythekilo @hillard23 xoxo https://t.…",FALSE,0,NA,2015-02-26 04:12:18,FALSE,NA,"570798483629842433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hillard23",2,TRUE,FALSE,NA,NA
"RT @tvtagLIVE: Meryl Streep will be nominated for her role as Meryl Streep in the 2015 Oscars. #Oscars2015 http://t.co/9mOx8lJ8gV",FALSE,0,NA,2015-02-26 04:12:16,FALSE,NA,"570798475614543873",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bodes08",429,TRUE,FALSE,NA,NA
"What she said. #equality #Oscars2015 #MerylStreep @MerylStreepPage #PatriciaArquette  @PattyArquette #EqualPay http://t.co/X9rd0dx1wh",FALSE,0,NA,2015-02-26 04:12:11,FALSE,NA,"570798458052812800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tjlabey",0,FALSE,FALSE,NA,NA
"RT @TheEllenShow: .@LadyGaga made me want to climb a mountain. She also made me want to ford every stream and I don't even know what that m…",FALSE,0,NA,2015-02-26 04:12:10,FALSE,NA,"570798453426671616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bor_thi",16289,TRUE,FALSE,NA,NA
"RT @TheEllenShow: .@LadyGaga made me want to climb a mountain. She also made me want to ford every stream and I don't even know what that m…",FALSE,0,NA,2015-02-26 04:11:20,FALSE,NA,"570798243509968896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RyanGagaRyan",16289,TRUE,FALSE,NA,NA
"Punch to @realDonaldTrump ... Well done @RobSchneider #DonaldTrump #Oscars2015 #Mexico #Inarritu #memes http://t.co/WfERoMQf5m",FALSE,0,NA,2015-02-26 04:11:19,FALSE,NA,"570798235956064257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ricky_perce",0,FALSE,FALSE,NA,NA
"RT @CynthiaBailey10: My one &amp; only #wcw jlo<ed><U+00A0><U+00BD><ed><U+00B2><U+008B>Does sexy &amp; classy so well<ed><U+00A0><U+00BD><ed><U+00B1><U+008A>#oscars2015 https://t.co/xDpdag1uX5",FALSE,0,NA,2015-02-26 04:10:58,FALSE,NA,"570798150874562560",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","TeamPrettyRHOA",3,TRUE,FALSE,NA,NA
"RT @HeidiL_RN: Eastwood for POTUS 
#Oscars2015 http://t.co/YQAAnzuhfi",FALSE,0,NA,2015-02-26 04:10:49,FALSE,NA,"570798110630244352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agrainofcummin",44,TRUE,FALSE,NA,NA
"#OPINION: Spare me the red carpet revolutionaries #Oscars2015 via @whatlouthinks http://t.co/hRkMslvyiD http://t.co/nnZqj3fhjj",FALSE,2,NA,2015-02-26 04:10:42,FALSE,NA,"570798082415132672",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","dailytelegraph",3,FALSE,FALSE,NA,NA
"Oscar Fashionistas 2015 - the best and worst dressed. #Oscars2015 #Oscars #academyawards... http://t.co/190s8mHXDx",FALSE,0,NA,2015-02-26 04:10:34,FALSE,NA,"570798048747642880",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","HomeSalesbyLisa",0,FALSE,FALSE,NA,NA
"RT @DuncanWhitehead: http://t.co/Jzqn3l0L4h  Not every Actor wins an Oscar.....just the lucky ones....#Oscars2015 #Oscars #OscarsCountdown …",FALSE,0,NA,2015-02-26 04:10:23,FALSE,NA,"570798002371043328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ElayneMayton",1317,TRUE,FALSE,NA,NA
"RT @Ellebangs: New VLOG from my #LA #Oscars2015 Work Trip with @EOnline @Pantene #Ad @StyleHaul @estilobythekilo @hillard23 xoxo https://t.…",FALSE,0,NA,2015-02-26 04:10:12,FALSE,NA,"570797955558432768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","estilobythekilo",2,TRUE,FALSE,NA,NA
"RT @Kimberly_Canete: ""@Bipartisanism: ""Tonight we honor hollywoods best and whitest"" #OscarsSoWhite #Oscars2015 http://t.co/vl1JpOWxVM""",FALSE,0,NA,2015-02-26 04:10:07,FALSE,NA,"570797938038988800",NA,"<a href=""http://www.tools4reform.com"" rel=""nofollow"">tools4Reform</a>","adadream13",65,TRUE,FALSE,NA,NA
"RT @TheAllState: ""...A soldier's battle is often fought when they return home"" -Liam Neeson #Oscars #Oscars2015 #AmericanSniper",FALSE,0,NA,2015-02-26 04:10:03,FALSE,NA,"570797920930426880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FaithTJohnson",3,TRUE,FALSE,NA,NA
"RT @Brigitte_ayw: Twitter PLEASE stop!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Baymax He is crying...  <U+25CF>—<U+25CF> #Oscars2015 http://t.co/O83M1QFgRu",FALSE,0,NA,2015-02-26 04:09:56,FALSE,NA,"570797888621531136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Miintlh",1011,TRUE,FALSE,NA,NA
"RT @TheEllenShow: .@LadyGaga made me want to climb a mountain. She also made me want to ford every stream and I don't even know what that m…",FALSE,0,NA,2015-02-26 04:09:55,FALSE,NA,"570797884624543744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmesabs",16289,TRUE,FALSE,NA,NA
"RT @TheEllenShow: .@LadyGaga made me want to climb a mountain. She also made me want to ford every stream and I don't even know what that m…",FALSE,0,NA,2015-02-26 04:09:46,FALSE,NA,"570797848264093696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RoaringSunProd",16289,TRUE,FALSE,NA,NA
"This #Rosaclara #gown worn by #deborahnorville at #Oscars2015 is available @baciobridals #baciobacio in #ivory 
http://t.co/SEuLCxez2y",FALSE,0,NA,2015-02-26 04:09:44,FALSE,NA,"570797840458485761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BacioBridals",0,FALSE,FALSE,NA,NA
"RT @FavDay21Apr2000: ""@Grabina_Tatiana:HAHA #Oscars2015 #LadyGagaOscars2015 @ladygaga http://t.co/XWunHIXagP""Hold ur dress for u Tar?Yes, I…",FALSE,0,NA,2015-02-26 04:09:36,FALSE,NA,"570797807008788482",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PandaRatuloly",4,TRUE,FALSE,NA,NA
"RT @_Snape_: I wish I could cue music in real life whenever I wanted someone to shut up. #Oscars2015",FALSE,0,NA,2015-02-26 04:09:30,FALSE,NA,"570797779943092224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bandsabigail",2158,TRUE,FALSE,NA,NA
"RT @_Snape_: Batman and Harry Potter should be friends. Their parents are dead. #Oscars2015",FALSE,0,NA,2015-02-26 04:09:25,FALSE,NA,"570797759651061760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bandsabigail",1060,TRUE,FALSE,NA,NA
"RT @_Snape_: Just a friendly reminder that Harry Potter never won an Oscar. Apparently, inspiring an entire generation isn't good enough. #…",FALSE,0,NA,2015-02-26 04:09:21,FALSE,NA,"570797742982885377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bandsabigail",6393,TRUE,FALSE,NA,NA
"RT @_Snape_: Josh Hutcherson’s parents are probably called Josh Hutchermom and Josh Hutcherdad. #Oscars2015",FALSE,0,NA,2015-02-26 04:09:13,FALSE,NA,"570797708790927360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bandsabigail",2330,TRUE,FALSE,NA,NA
"RT @tvtagLIVE: Meryl Streep will be nominated for her role as Meryl Streep in the 2015 Oscars. #Oscars2015 http://t.co/9mOx8lJ8gV",FALSE,0,NA,2015-02-26 04:09:01,FALSE,NA,"570797657129660418",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jitteryjennifer",429,TRUE,FALSE,NA,NA
"RT @petedavidson: When's Riff Raff coming out ? #Oscars2015",FALSE,0,NA,2015-02-26 04:08:41,FALSE,NA,"570797575357513728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JENNfrmTheBlock",264,TRUE,FALSE,NA,NA
"RT @_Snape_: And Leonardo DiCaprio still has no Oscars. #Oscars2015",FALSE,0,NA,2015-02-26 04:08:41,FALSE,NA,"570797573570744321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bandsabigail",2506,TRUE,FALSE,NA,NA
"RT @THR: ""We are with you, we see you, we love you, and march on."" - John Legend's #Oscars2015 speech http://t.co/vQ2rijDhti http://t.co/hr…",FALSE,0,NA,2015-02-26 04:08:34,FALSE,NA,"570797546618130433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HudaMuddei",2348,TRUE,FALSE,NA,NA
"RT @POPSUGARFashion: From the SAG Awards to the #Oscars2015, Emma Stone's looks just kept getting better: 
http://t.co/3TEt2HVcqx http://t.…",FALSE,0,NA,2015-02-26 04:08:23,FALSE,NA,"570797498962464768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luxbeautylove",9,TRUE,FALSE,NA,NA
"RT @DuncanWhitehead: http://t.co/Jzqn3l0L4h  Not every Actor wins an Oscar.....just the lucky ones....#Oscars2015 #Oscars #OscarsCountdown …",FALSE,0,NA,2015-02-26 04:08:20,FALSE,NA,"570797486593302529",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AngelicCarner",1317,TRUE,FALSE,NA,NA
"#CycloneMarcia, #Oscars2015 and #LunarNewYear: here are your #VideosoftheWeek, featuring video by @ozcyclonechaser &gt;&gt; http://t.co/WXHxSDy7mC",FALSE,0,NA,2015-02-26 04:08:08,FALSE,NA,"570797437058551808",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","newzuluAU",0,FALSE,FALSE,NA,NA
"RT @KardashianReact: Jennifer Lopez at the 1997 Oscars vs #Oscars2015 <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> http://t.co/hRM1wCJiLJ",FALSE,0,NA,2015-02-26 04:08:07,FALSE,NA,"570797432994435072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeniffer_velez",2110,TRUE,FALSE,NA,NA
"RT @BBCWorld: Eddie Redmayne gave this dedication during his #Oscars2015 best actor speech http://t.co/cOaz5M6jjz #AcademyAwards http://t.c…",FALSE,0,NA,2015-02-26 04:07:12,FALSE,NA,"570797202093817856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PEDROJULIOMENDE",1446,TRUE,FALSE,NA,NA
